,Fighter,Head,Body,Leg,Distance,Clinch,Ground,Event
6509,Chael Sonnen Michael Bisping,24 of 76  17 of 68,12 of 16  11 of 16,4 of 5  2 of 2,14 of 56  14 of 64,15 of 21  14 of 19,11 of 20  2 of 3,UFC on FOX: Evans vs Davis
6510,Demian Maia Chris Weidman,35 of 145  43 of 145,14 of 20  10 of 15,2 of 4  5 of 6,39 of 143  49 of 149,12 of 26  7 of 15,0 of 0  2 of 2,UFC on FOX: Evans vs Davis
6511,Evan Dunham Nik Lentz,65 of 94  28 of 61,3 of 3  8 of 12,0 of 0  3 of 3,42 of 66  25 of 51,17 of 20  14 of 25,9 of 11  0 of 0,UFC on FOX: Evans vs Davis
6512,Mike Russow Jon Olav Einemo,16 of 31  18 of 30,5 of 6  9 of 9,0 of 0  4 of 4,12 of 26  17 of 24,0 of 1  12 of 13,9 of 10  2 of 6,UFC on FOX: Evans vs Davis
6513,Cub Swanson George Roop,24 of 45  15 of 63,9 of 10  12 of 23,10 of 11  8 of 13,28 of 48  28 of 88,5 of 5  6 of 10,10 of 13  1 of 1,UFC on FOX: Evans vs Davis
6514,Charles Oliveira Eric Wisely,2 of 6  0 of 1,1 of 2  1 of 2,3 of 4  1 of 1,3 of 5  2 of 4,0 of 0  0 of 0,3 of 7  0 of 0,UFC on FOX: Evans vs Davis
6515,Michael Johnson Shane Roller,44 of 113  49 of 79,5 of 7  6 of 12,15 of 16  1 of 1,42 of 110  26 of 57,19 of 20  5 of 6,3 of 6  25 of 29,UFC on FOX: Evans vs Davis
6516,Joey Beltran Lavar Johnson,11 of 57  49 of 75,7 of 10  10 of 11,4 of 4  6 of 6,19 of 68  51 of 75,3 of 3  14 of 17,0 of 0  0 of 0,UFC on FOX: Evans vs Davis
6517,Chris Camozzi Dustin Jacoby,24 of 103  16 of 100,4 of 8  7 of 16,16 of 17  7 of 10,42 of 122  29 of 124,2 of 5  1 of 2,0 of 1  0 of 0,UFC on FOX: Evans vs Davis
6518,Melvin Guillard Jim Miller,12 of 21  2 of 7,4 of 4  2 of 3,0 of 1  0 of 2,7 of 14  4 of 12,4 of 6  0 of 0,5 of 6  0 of 0,UFC on FX: Guillard vs Miller
6519,Duane Ludwig Josh Neer,11 of 33  3 of 17,12 of 12  2 of 3,1 of 1  0 of 0,14 of 35  5 of 20,10 of 11  0 of 0,0 of 0  0 of 0,UFC on FX: Guillard vs Miller
6520,Mike Easton Jared Papazian,37 of 95  43 of 131,30 of 35  16 of 25,18 of 22  9 of 11,60 of 124  55 of 147,25 of 28  13 of 20,0 of 0  0 of 0,UFC on FX: Guillard vs Miller
6521,Pat Barry Christian Morecraft,10 of 10  3 of 18,0 of 0  0 of 0,2 of 3  0 of 1,8 of 9  2 of 17,0 of 0  0 of 0,4 of 4  1 of 2,UFC on FX: Guillard vs Miller
6522,Jorge Rivera Eric Schafer,6 of 17  3 of 6,0 of 0  1 of 1,0 of 0  2 of 2,0 of 8  1 of 4,0 of 0  0 of 0,6 of 9  5 of 5,UFC on FX: Guillard vs Miller
6523,Kamal Shalorus Khabib Nurmagomedov,9 of 37  32 of 72,2 of 5  3 of 4,2 of 2  0 of 1,11 of 40  15 of 47,2 of 4  3 of 4,0 of 0  17 of 26,UFC on FX: Guillard vs Miller
6524,Charlie Brenneman Daniel Roberts,8 of 10  2 of 10,13 of 13  1 of 1,3 of 3  0 of 0,4 of 5  3 of 11,1 of 1  0 of 0,19 of 20  0 of 0,UFC on FX: Guillard vs Miller
6525,Fabricio Camoes Tommy Hayden,5 of 12  5 of 18,0 of 0  1 of 1,1 of 1  1 of 2,2 of 7  6 of 20,0 of 1  1 of 1,4 of 5  0 of 0,UFC on FX: Guillard vs Miller
6526,Daniel Pineda Pat Schilling,16 of 21  3 of 6,1 of 1  0 of 0,2 of 2  1 of 1,8 of 12  4 of 7,0 of 0  0 of 0,11 of 12  0 of 0,UFC on FX: Guillard vs Miller
6527,Joseph Sandoval Nick Denis,3 of 4  11 of 23,0 of 0  0 of 0,0 of 0  0 of 0,3 of 4  7 of 18,0 of 0  4 of 5,0 of 0  0 of 0,UFC on FX: Guillard vs Miller
6528,Jose Aldo Chad Mendes,6 of 14  1 of 9,1 of 1  1 of 1,4 of 8  11 of 13,7 of 18  9 of 19,1 of 2  4 of 4,3 of 3  0 of 0,UFC 142: Aldo vs Mendes
6529,Vitor Belfort Anthony Johnson,14 of 28  3 of 14,0 of 1  1 of 1,0 of 0  0 of 1,2 of 10  3 of 11,1 of 6  0 of 1,11 of 13  1 of 4,UFC 142: Aldo vs Mendes
6530,Rousimar Palhares Mike Massenzio,0 of 3  0 of 5,0 of 0  0 of 0,4 of 5  0 of 1,4 of 7  0 of 6,0 of 1  0 of 0,0 of 0  0 of 0,UFC 142: Aldo vs Mendes
6531,Erick Silva Carlo Prater,7 of 9  0 of 0,1 of 1  0 of 0,0 of 0  0 of 0,1 of 2  0 of 0,0 of 0  0 of 0,7 of 8  0 of 0,UFC 142: Aldo vs Mendes
6532,Edson Barboza Terry Etim,14 of 61  15 of 91,10 of 36  3 of 5,23 of 32  8 of 9,43 of 125  24 of 103,4 of 4  2 of 2,0 of 0  0 of 0,UFC 142: Aldo vs Mendes
6533,Thiago Tavares Sam Stout,22 of 92  18 of 137,24 of 30  22 of 27,4 of 6  5 of 8,49 of 127  40 of 165,1 of 1  5 of 7,0 of 0  0 of 0,UFC 142: Aldo vs Mendes
