,W/L,Fighter,Kd,Str,Td,Sub,Weight class,Method,Round,Time,Event
5328,win,Cub Swanson  Charles Oliveira,1  0,9  6,0  1,0  0,Featherweight,KO/TKO  Punch,1,2:40,UFC 152: Jones vs Belfort
5329,win,Vinny Magalhaes  Igor Pokrajac,0  0,15  8,1  1,2  0,Light Heavyweight,SUB  Armbar,2,1:14,UFC 152: Jones vs Belfort
5330,win,TJ Grant  Evan Dunham,0  0,164  160,0  3,0  0,Lightweight,U-DEC,3,5:00,UFC 152: Jones vs Belfort
5331,win,Sean Pierson  Lance Benoist,0  1,74  91,0  0,0  0,Welterweight,U-DEC,3,5:00,UFC 152: Jones vs Belfort
5332,win,Marcus Brimage  Jimy Hettes,1  0,111  87,0  2,0  0,Featherweight,U-DEC,3,5:00,UFC 152: Jones vs Belfort
5333,win,Seth Baczynski  Simeon Thoresen,1  0,15  17,0  0,0  0,Welterweight,KO/TKO  Punch,1,4:10,UFC 152: Jones vs Belfort
5334,win,Mitch Gagnon  Walel Watson,1  0,5  1,0  0,1  0,Bantamweight,SUB  Rear Naked Choke,1,1:09,UFC 152: Jones vs Belfort
5335,win,Kyle Noke  Charlie Brenneman,1  0,7  0,0  0,0  0,Welterweight,KO/TKO  Punch,1,0:45,UFC 152: Jones vs Belfort
5336,win,Benson Henderson  Frankie Edgar,0  1,64  66,0  2,1  2,Lightweight,S-DEC,5,5:00,UFC 150: Henderson vs Edgar II
5337,win,Donald Cerrone  Melvin Guillard,1  1,4  10,0  0,0  0,Lightweight,KO/TKO  Kick,1,1:16,UFC 150: Henderson vs Edgar II
5338,nc nc,Jake Shields  Ed Herman,0  0,33  21,3  1,0  0,Middleweight,Overturned,3,5:00,UFC 150: Henderson vs Edgar II
5339,win,Yushin Okami  Buddy Roberts,0  0,26  15,3  0,0  1,Middleweight,KO/TKO  Punches,2,3:05,UFC 150: Henderson vs Edgar II
5340,win,Max Holloway  Justin Lawrence,1  0,29  32,0  1,0  0,Featherweight,KO/TKO  Punch,2,4:49,UFC 150: Henderson vs Edgar II
5341,win,Dennis Bermudez  Tommy Hayden,0  1,12  6,1  0,2  0,Featherweight,SUB  Guillotine Choke,1,4:43,UFC 150: Henderson vs Edgar II
5342,win,Michael Kuiper  Jared Hamman,2  0,56  61,1  0,0  0,Middleweight,KO/TKO  Punch,2,2:16,UFC 150: Henderson vs Edgar II
5343,win,Erik Perez  Ken Stone,1  0,9  2,0  0,0  0,Bantamweight,KO/TKO  Punch,1,0:17,UFC 150: Henderson vs Edgar II
5344,win,Chico Camus  Dustin Pague,0  0,32  22,2  1,1  1,Bantamweight,U-DEC,3,5:00,UFC 150: Henderson vs Edgar II
5345,win,Nik Lentz  Eiji Mitsuoka,0  0,33  5,4  0,0  0,Featherweight,KO/TKO  Punches,1,3:45,UFC 150: Henderson vs Edgar II
5346,win,Mauricio Rua  Brandon Vera,1  0,68  67,4  1,0  1,Light Heavyweight,KO/TKO  Punches,4,4:09,UFC on FOX: Shogun vs Vera
5347,win,Lyoto Machida  Ryan Bader,1  0,21  7,0  0,0  0,Light Heavyweight,KO/TKO  Punch,2,1:32,UFC on FOX: Shogun vs Vera
5348,win,Joe Lauzon  Jamie Varner,0  1,44  82,2  2,1  1,Lightweight,SUB  Triangle Choke,3,2:44,UFC on FOX: Shogun vs Vera
5349,win,Mike Swick  DaMarques Johnson,0  0,19  17,1  2,0  0,Welterweight,KO/TKO  Punch,2,1:20,UFC on FOX: Shogun vs Vera
5350,win,Nam Phan  Cole Miller,0  0,129  143,0  0,0  0,Featherweight,S-DEC,3,5:00,UFC on FOX: Shogun vs Vera
5351,nc nc,Phil Davis  Wagner Prado,0  0,4  2,0  0,0  0,Light Heavyweight,CNC,1,1:28,UFC on FOX: Shogun vs Vera
5352,win,Rani Yahya  Josh Grispi,0  0,3  6,1  0,1  0,Featherweight,SUB  North-South Choke,1,3:15,UFC on FOX: Shogun vs Vera
5353,win,Philip De Fries  Oli Thompson,1  0,35  18,2  0,1  0,Heavyweight,SUB  Rear Naked Choke,2,4:16,UFC on FOX: Shogun vs Vera
5354,win,Manvel Gamburyan  Michihiro Omigawa,0  1,52  41,6  0,0  0,Featherweight,U-DEC,3,5:00,UFC on FOX: Shogun vs Vera
5355,win,John Moraga  Ulysses Gomez,1  0,34  16,0  0,0  0,Flyweight,KO/TKO  Elbow,1,3:46,UFC on FOX: Shogun vs Vera
5356,win,Renan Barao  Urijah Faber,0  0,85  60,0  0,0  0,Bantamweight,U-DEC,5,5:00,UFC 149: Faber vs Barao
5357,win,Tim Boetsch  Hector Lombard,0  0,54  26,0  2,0  0,Middleweight,S-DEC,3,5:00,UFC 149: Faber vs Barao
5358,win,Cheick Kongo  Shawn Jordan,0  0,38  15,0  0,0  0,Heavyweight,U-DEC,3,5:00,UFC 149: Faber vs Barao
5359,win,James Head  Brian Ebersole,0  0,37  35,1  1,1  0,Welterweight,S-DEC,3,5:00,UFC 149: Faber vs Barao
5360,nc nc,Chris Clements  Matthew Riddle,0  0,38  28,0  5,0  1,Welterweight,Overturned,3,2:02,UFC 149: Faber vs Barao
5361,win,Nick Ring  Court McGee,0  0,68  108,0  0,0  0,Middleweight,U-DEC,3,5:00,UFC 149: Faber vs Barao
5362,nc nc,Roland Delorme  Francisco Rivera,0  1,16  52,0  0,0  0,Bantamweight,Overturned  Punch,1,4:19,UFC 149: Faber vs Barao
5363,win,Ryan Jimmo  Anthony Perosh,1  0,2  0,0  0,0  0,Light Heavyweight,KO/TKO  Punch,1,0:07,UFC 149: Faber vs Barao
5364,win,Bryan Caraway  Mitch Gagnon,0  0,11  27,3  1,1  0,Bantamweight,SUB  Rear Naked Choke,3,1:39,UFC 149: Faber vs Barao
5365,win,Antonio Carvalho  Daniel Pineda,1  0,10  7,0  0,0  0,Featherweight,KO/TKO  Punch,1,1:11,UFC 149: Faber vs Barao
5366,win,Anton Kuivanen  Mitch Clarke,0  0,29  6,3  3,1  1,Lightweight,S-DEC,3,5:00,UFC 149: Faber vs Barao
5367,win,Chris Weidman  Mark Munoz,1  0,28  0,2  0,2  0,Middleweight,KO/TKO  Elbow,2,1:37,UFC on FUEL TV: Munoz vs Weidman
5368,win,James Te Huna  Joey Beltran,1  0,122  73,3  1,0  0,Light Heavyweight,U-DEC,3,5:00,UFC on FUEL TV: Munoz vs Weidman
5369,win,Aaron Simpson  Kenny Robertson,0  0,48  29,6  0,0  0,Welterweight,U-DEC,3,5:00,UFC on FUEL TV: Munoz vs Weidman
5370,win,Francis Carmont  Karlos Vemola,0  0,4  3,0  1,2  2,Middleweight,SUB  Rear Naked Choke,2,1:39,UFC on FUEL TV: Munoz vs Weidman
5371,win,TJ Dillashaw  Vaughan Lee,0  0,3  8,2  0,1  0,Bantamweight,SUB  Rear Naked Choke,1,2:33,UFC on FUEL TV: Munoz vs Weidman
5372,win,Rafael Dos Anjos  Anthony Njokuani,0  0,51  32,6  0,0  0,Lightweight,U-DEC,3,5:00,UFC on FUEL TV: Munoz vs Weidman
5373,win,Alex Caceres  Damacio Page,0  0,9  7,0  2,3  0,Bantamweight,SUB  Triangle Choke,2,1:27,UFC on FUEL TV: Munoz vs Weidman
5374,win,Chris Cariaso  Josh Ferguson,0  0,70  20,3  1,0  0,Flyweight,U-DEC,3,5:00,UFC on FUEL TV: Munoz vs Weidman
5375,win,Andrew Craig  Rafael Natal,1  2,23  73,0  2,0  0,Middleweight,KO/TKO  Kick,2,4:52,UFC on FUEL TV: Munoz vs Weidman
5376,win,Marcelo Guimaraes  Dan Stittgen,0  0,63  49,0  1,0  0,Welterweight,S-DEC,3,5:00,UFC on FUEL TV: Munoz vs Weidman
5377,win,Raphael Assuncao  Issei Tamura,1  0,39  5,0  0,0  0,Bantamweight,KO/TKO  Punch,2,0:25,UFC on FUEL TV: Munoz vs Weidman
5378,win,Anderson Silva  Chael Sonnen,1  0,15  22,0  1,0  0,Middleweight,KO/TKO  Punch,2,1:55,UFC 148: Silva vs Sonnen 2
5379,win,Forrest Griffin  Tito Ortiz,0  0,85  49,0  3,0  0,Light Heavyweight,U-DEC,3,5:00,UFC 148: Silva vs Sonnen 2
5380,win,Cung Le  Patrick Cote,0  0,55  51,2  0,0  0,Middleweight,U-DEC,3,5:00,UFC 148: Silva vs Sonnen 2
5381,win,Demian Maia  Dong Hyun Kim,0  0,1  8,1  0,0  0,Welterweight,KO/TKO,1,0:47,UFC 148: Silva vs Sonnen 2
5382,win,Chad Mendes  Cody McKenzie,1  0,8  1,0  0,0  0,Featherweight,KO/TKO  Punch,1,0:31,UFC 148: Silva vs Sonnen 2
5383,win,Mike Easton  Ivan Menjivar,0  0,46  40,1  0,0  0,Bantamweight,U-DEC,3,5:00,UFC 148: Silva vs Sonnen 2
5384,win,Melvin Guillard  Fabricio Camoes,0  0,37  18,1  1,0  0,Lightweight,U-DEC,3,5:00,UFC 148: Silva vs Sonnen 2
5385,win,Khabib Nurmagomedov  Gleison Tibau,0  0,25  28,0  1,0  0,Lightweight,U-DEC,3,5:00,UFC 148: Silva vs Sonnen 2
5386,win,Constantinos Philippou  Riki Fukuda,0  0,42  44,0  0,0  0,Middleweight,U-DEC,3,5:00,UFC 148: Silva vs Sonnen 2
5387,win,Shane Roller  John Alessio,0  0,31  35,3  0,0  0,Lightweight,U-DEC,3,5:00,UFC 148: Silva vs Sonnen 2
5388,win,Rafaello Oliveira  Yoislandy Izquierdo,0  0,29  27,4  0,5  0,Lightweight,U-DEC,3,5:00,UFC 148: Silva vs Sonnen 2
5389,win,Rich Franklin  Wanderlei Silva,0  1,122  58,1  0,0  0,Catch Weight,U-DEC,5,5:00,UFC 147: Silva vs Franklin 2
5390,win,Cezar Ferreira  Sergio Moraes,2  0,42  38,0  0,0  0,Middleweight,U-DEC,3,5:00,UFC 147: Silva vs Franklin 2
5391,win,Rony Jason  Godofredo Pepey,0  0,36  32,0  0,0  1,Featherweight,U-DEC,3,5:00,UFC 147: Silva vs Franklin 2
5392,win,Fabricio Werdum  Mike Russow,1  0,31  3,0  0,0  0,Heavyweight,KO/TKO  Punch,1,2:28,UFC 147: Silva vs Franklin 2
5393,win,Hacran Dias  Iuri Alcantara,0  0,19  19,5  0,0  1,Featherweight,U-DEC,3,5:00,UFC 147: Silva vs Franklin 2
5394,win,Rodrigo Damm  Anistavio Medeiros,0  0,11  8,0  0,1  0,Featherweight,SUB  Rear Naked Choke,1,2:12,UFC 147: Silva vs Franklin 2
5395,win,Francisco Trinaldo  Delson Heleno,0  0,21  3,0  0,0  0,Middleweight,KO/TKO  Punches,1,4:21,UFC 147: Silva vs Franklin 2
5396,win,Hugo Viana  John Teixeira,0  0,65  52,0  1,0  0,Featherweight,S-DEC,3,5:00,UFC 147: Silva vs Franklin 2
5397,win,Thiago Perpetuo  Leonardo Mafra,1  0,68  33,1  0,0  1,Middleweight,KO/TKO  Punch,3,0:41,UFC 147: Silva vs Franklin 2
5398,win,Marcos Vinicius  Wagner Campos,0  0,28  17,0  2,0  0,Featherweight,KO/TKO  Punches,3,1:04,UFC 147: Silva vs Franklin 2
5399,draw draw,Felipe Arantes  Milton Vieira,0  0,38  30,2  1,0  0,Featherweight,S-DEC,3,5:00,UFC 147: Silva vs Franklin 2
5400,win,Gray Maynard  Clay Guida,0  0,49  45,1  0,1  0,Lightweight,S-DEC,5,5:00,UFC on FX: Maynard vs Guida
5401,win,Sam Stout  Spencer Fisher,0  0,64  65,4  0,0  0,Lightweight,U-DEC,3,5:00,UFC on FX: Maynard vs Guida
5402,win,Brian Ebersole  TJ Waldburger,0  1,39  18,2  1,0  4,Welterweight,U-DEC,3,5:00,UFC on FX: Maynard vs Guida
5403,win,Cub Swanson  Ross Pearson,1  0,45  38,0  3,0  0,Featherweight,KO/TKO  Punch,2,4:14,UFC on FX: Maynard vs Guida
5404,win,Ricardo Lamas  Hatsu Hioki,0  0,36  17,0  4,4  0,Featherweight,U-DEC,3,5:00,UFC on FX: Maynard vs Guida
5405,win,Ramsey Nijem  CJ Keith,0  0,5  5,1  0,0  0,Lightweight,KO/TKO  Punch,1,2:29,UFC on FX: Maynard vs Guida
5406,win,Rick Story  Brock Jardine,0  0,51  18,5  0,0  0,Welterweight,U-DEC,3,5:00,UFC on FX: Maynard vs Guida
5407,win,Steven Siler  Joey Gambino,0  0,12  5,1  0,1  0,Featherweight,SUB  Guillotine Choke,1,2:47,UFC on FX: Maynard vs Guida
5408,win,Chris Camozzi  Nick Catone,0  0,34  14,0  2,0  0,Middleweight,KO/TKO,3,1:51,UFC on FX: Maynard vs Guida
5409,win,Matt Brown  Luis Ramos,0  0,52  20,0  1,0  0,Welterweight,KO/TKO  Knees,2,4:20,UFC on FX: Maynard vs Guida
5410,win,Dan Miller  Ricardo Funch,1  0,57  72,0  2,3  0,Welterweight,SUB  Guillotine Choke,3,3:12,UFC on FX: Maynard vs Guida
5411,win,Ken Stone  Dustin Pague,0  0,63  41,0  0,0  0,Bantamweight,S-DEC,3,5:00,UFC on FX: Maynard vs Guida
5412,win,Demetrious Johnson  Ian McCall,1  0,90  57,2  1,0  0,Flyweight,U-DEC,3,5:00,UFC on FX: Johnson vs McCall
5413,win,Erick Silva  Charlie Brenneman,0  0,10  3,0  1,2  0,Welterweight,SUB  Rear Naked Choke,1,4:33,UFC on FX: Johnson vs McCall
5414,win,Mike Pyle  Josh Neer,1  0,18  19,1  0,0  0,Welterweight,KO/TKO  Punch,1,4:56,UFC on FX: Johnson vs McCall
5415,win,Eddie Wineland  Scott Jorgensen,1  0,61  48,1  0,0  0,Bantamweight,KO/TKO  Punch,2,4:10,UFC on FX: Johnson vs McCall
5416,win,Mike Pierce  Carlos Eduardo Rocha,0  0,32  17,3  0,0  0,Welterweight,U-DEC,3,5:00,UFC on FX: Johnson vs McCall
5417,win,Seth Baczynski  Lance Benoist,0  0,25  35,1  3,0  0,Welterweight,S-DEC,3,5:00,UFC on FX: Johnson vs McCall
5418,win,Matt Grice  Leonard Garcia,0  0,61  2,4  0,1  0,Featherweight,U-DEC,3,5:00,UFC on FX: Johnson vs McCall
5419,win,Dustin Pague  Jared Papazian,0  0,6  7,1  0,1  0,Bantamweight,SUB  Rear Naked Choke,1,3:21,UFC on FX: Johnson vs McCall
5420,win,Tim Means  Justin Salas,2  0,26  5,0  0,0  0,Lightweight,KO/TKO  Punches,1,1:06,UFC on FX: Johnson vs McCall
5421,win,Buddy Roberts  Caio Magalhaes,0  0,35  22,0  2,0  0,Middleweight,U-DEC,3,5:00,UFC on FX: Johnson vs McCall
5422,win,Henry Martinez  Bernardo Magalhaes,0  0,18  26,0  0,0  1,Lightweight,S-DEC,3,5:00,UFC on FX: Johnson vs McCall
5423,win,Sean Pierson  Jake Hecht,0  0,41  37,1  3,1  0,Welterweight,U-DEC,3,5:00,UFC on FX: Johnson vs McCall
5424,win,Martin Kampmann  Jake Ellenberger,1  1,13  19,0  0,0  0,Welterweight,KO/TKO  Knee,2,1:40,The Ultimate Fighter: Live Finale
5425,win,Michael Chiesa  Al Iaquinta,0  0,9  8,1  0,1  0,Lightweight,SUB  Rear Naked Choke,1,2:47,The Ultimate Fighter: Live Finale
5426,win,Charles Oliveira  Jonathan Brookins,0  0,42  27,1  1,1  1,Featherweight,SUB  Anaconda Choke,2,2:42,The Ultimate Fighter: Live Finale
5427,win,Max Holloway  Pat Schilling,1  0,118  27,0  0,0  0,Featherweight,U-DEC,3,5:00,The Ultimate Fighter: Live Finale
5428,win,Justin Lawrence  John Cofer,1  0,54  36,1  2,0  0,Lightweight,KO/TKO  Kick,3,0:19,The Ultimate Fighter: Live Finale
5429,win,Daron Cruickshank  Chris Tickle,0  0,17  16,4  1,0  2,Lightweight,U-DEC,3,5:00,The Ultimate Fighter: Live Finale
5430,win,Myles Jury  Chris Saunders,0  0,12  6,0  1,1  0,Lightweight,SUB  Guillotine Choke,1,4:03,The Ultimate Fighter: Live Finale
5431,win,Sam Sicilia  Cristiano Marcello,0  0,33  39,0  0,0  0,Lightweight,KO/TKO  Knee,2,2:53,The Ultimate Fighter: Live Finale
5432,win,Joe Proctor  Jeremy Larsen,1  0,10  13,0  0,0  0,Lightweight,KO/TKO  Knee,1,1:59,The Ultimate Fighter: Live Finale
5433,win,Erik Perez  John Albert,0  0,18  6,0  0,1  2,Bantamweight,SUB  Armbar,1,4:18,The Ultimate Fighter: Live Finale
5434,win,Junior Dos Santos  Frank Mir,1  0,59  17,0  0,0  0,Heavyweight,KO/TKO  Punch,2,3:04,UFC 146: Dos Santos vs Mir
5435,win,Cain Velasquez  Antonio Silva,0  0,28  1,1  0,0  0,Heavyweight,KO/TKO  Punches,1,3:36,UFC 146: Dos Santos vs Mir
5436,win,Roy Nelson  Dave Herman,1  0,2  3,0  0,0  0,Heavyweight,KO/TKO  Punch,1,0:51,UFC 146: Dos Santos vs Mir
5437,win,Stipe Miocic  Shane del Rosario,0  0,32  32,2  0,0  0,Heavyweight,KO/TKO  Elbows,2,3:14,UFC 146: Dos Santos vs Mir
5438,win,Stefan Struve  Lavar Johnson,0  0,0  4,0  0,1  0,Heavyweight,SUB  Armbar,1,1:05,UFC 146: Dos Santos vs Mir
5439,win,Darren Elkins  Diego Brandao,0  0,36  23,1  0,1  0,Featherweight,U-DEC,3,5:00,UFC 146: Dos Santos vs Mir
5440,win,Jamie Varner  Edson Barboza,1  0,20  11,2  0,0  0,Lightweight,KO/TKO  Punches,1,3:23,UFC 146: Dos Santos vs Mir
5441,win,CB Dollaway  Jason Miller,0  0,29  14,4  0,1  2,Middleweight,U-DEC,3,5:00,UFC 146: Dos Santos vs Mir
5442,win,Dan Hardy  Duane Ludwig,1  0,18  17,0  0,0  0,Welterweight,KO/TKO  Punch,1,3:51,UFC 146: Dos Santos vs Mir
5443,win,Paul Sass  Jacob Volkmann,0  0,1  2,0  0,2  0,Lightweight,SUB  Triangle Armbar,1,1:54,UFC 146: Dos Santos vs Mir
5444,win,Glover Teixeira  Kyle Kingsbury,0  0,15  5,0  0,1  0,Light Heavyweight,SUB  Arm Triangle,1,1:53,UFC 146: Dos Santos vs Mir
5445,win,Mike Brown  Daniel Pineda,0  0,38  28,2  1,0  0,Featherweight,U-DEC,3,5:00,UFC 146: Dos Santos vs Mir
5446,win,Chan Sung Jung  Dustin Poirier,0  0,74  56,4  0,3  0,Featherweight,SUB  D'Arce Choke,4,1:07,UFC on FUEL TV: Korean Zombie vs Poirier
5447,win,Amir Sadollah  Jorge Lopez,0  0,36  32,1  4,1  0,Welterweight,S-DEC,3,5:00,UFC on FUEL TV: Korean Zombie vs Poirier
5448,win,Donald Cerrone  Jeremy Stephens,0  0,87  46,1  0,0  0,Lightweight,U-DEC,3,5:00,UFC on FUEL TV: Korean Zombie vs Poirier
5449,win,Yves Jabouin  Jeff Hougland,1  0,50  18,0  0,0  0,Bantamweight,U-DEC,3,5:00,UFC on FUEL TV: Korean Zombie vs Poirier
5450,win,Igor Pokrajac  Fabio Maldonado,0  0,36  98,1  0,0  0,Light Heavyweight,U-DEC,3,5:00,UFC on FUEL TV: Korean Zombie vs Poirier
5451,win,Tom Lawlor  Jason MacDonald,1  0,5  1,0  0,0  0,Middleweight,KO/TKO  Punch,1,0:50,UFC on FUEL TV: Korean Zombie vs Poirier
5452,win,Brad Tavares  Dongi Yang,0  0,39  32,2  1,0  0,Middleweight,U-DEC,3,5:00,UFC on FUEL TV: Korean Zombie vs Poirier
5453,win,Cody McKenzie  Marcus LeVesseur,0  0,1  7,0  2,2  1,Lightweight,SUB  Guillotine Choke,1,3:05,UFC on FUEL TV: Korean Zombie vs Poirier
5454,win,TJ Grant  Carlo Prater,0  0,68  27,3  0,1  1,Lightweight,U-DEC,3,5:00,UFC on FUEL TV: Korean Zombie vs Poirier
5455,win,Rafael Dos Anjos  Kamal Shalorus,1  0,5  2,0  0,1  0,Lightweight,SUB  Rear Naked Choke,1,1:40,UFC on FUEL TV: Korean Zombie vs Poirier
5456,win,Johnny Eduardo  Jeff Curran,0  0,51  31,0  0,0  0,Bantamweight,U-DEC,3,5:00,UFC on FUEL TV: Korean Zombie vs Poirier
5457,win,Francisco Rivera  Alex Soto,1  0,68  41,0  3,0  0,Bantamweight,U-DEC,3,5:00,UFC on FUEL TV: Korean Zombie vs Poirier
5458,win,Nate Diaz  Jim Miller,0  0,46  25,0  1,2  0,Lightweight,SUB  Guillotine Choke,2,4:09,UFC on FOX: Diaz vs Miller
5459,win,Johny Hendricks  Josh Koscheck,0  0,55  33,2  1,0  0,Welterweight,S-DEC,3,5:00,UFC on FOX: Diaz vs Miller
5460,win,Alan Belcher  Rousimar Palhares,0  0,20  0,0  1,1  1,Middleweight,KO/TKO  Punches,1,4:18,UFC on FOX: Diaz vs Miller
5461,win,Lavar Johnson  Pat Barry,1  0,39  15,0  0,0  1,Heavyweight,KO/TKO  Punches,1,4:38,UFC on FOX: Diaz vs Miller
5462,win,Michael Johnson  Tony Ferguson,1  0,67  45,0  0,0  0,Lightweight,U-DEC,3,5:00,UFC on FOX: Diaz vs Miller
5463,win,John Dodson  Tim Elliott,0  0,80  79,2  0,0  0,Flyweight,U-DEC,3,5:00,UFC on FOX: Diaz vs Miller
5464,win,John Hathaway  Pascal Krauss,1  0,68  33,2  1,0  0,Welterweight,U-DEC,3,5:00,UFC on FOX: Diaz vs Miller
5465,win,Louis Gaudinot  John Lineker,0  0,65  96,2  0,1  0,Flyweight,SUB  Guillotine Choke,2,4:54,UFC on FOX: Diaz vs Miller
5466,win,Danny Castillo  John Cholish,0  0,52  29,1  1,0  0,Lightweight,U-DEC,3,5:00,UFC on FOX: Diaz vs Miller
5467,win,Dennis Bermudez  Pablo Garza,0  0,45  27,8  0,1  0,Featherweight,U-DEC,3,5:00,UFC on FOX: Diaz vs Miller
5468,win,Roland Delorme  Nick Denis,0  0,26  24,1  1,2  0,Bantamweight,SUB  Rear Naked Choke,1,4:59,UFC on FOX: Diaz vs Miller
5469,win,Karlos Vemola  Mike Massenzio,0  0,16  11,2  1,2  0,Middleweight,SUB  Rear Naked Choke,2,1:07,UFC on FOX: Diaz vs Miller
5470,win,Jon Jones  Rashad Evans,0  0,105  45,1  0,0  0,Light Heavyweight,U-DEC,5,5:00,UFC 145: Jones vs Evans
5471,win,Rory MacDonald  Che Mills,0  0,47  6,2  0,0  0,Welterweight,KO/TKO  Punches,2,2:20,UFC 145: Jones vs Evans
5472,win,Ben Rothwell  Brendan Schaub,1  0,8  9,0  0,0  0,Heavyweight,KO/TKO  Punch,1,1:10,UFC 145: Jones vs Evans
5473,win,Michael McDonald  Miguel Torres,1  0,16  8,0  0,0  0,Bantamweight,KO/TKO  Punch,1,3:18,UFC 145: Jones vs Evans
5474,win,Eddie Yagin  Mark Hominick,2  0,84  110,0  0,0  0,Featherweight,S-DEC,3,5:00,UFC 145: Jones vs Evans
5475,win,Mark Bocek  John Alessio,0  0,74  33,5  0,0  0,Lightweight,U-DEC,3,5:00,UFC 145: Jones vs Evans
5476,win,Travis Browne  Chad Griggs,0  0,4  0,1  0,1  0,Heavyweight,SUB  Arm Triangle,1,2:29,UFC 145: Jones vs Evans
5477,win,Matt Brown  Stephen Thompson,0  0,36  67,5  0,1  0,Welterweight,U-DEC,3,5:00,UFC 145: Jones vs Evans
5478,win,Anthony Njokuani  John Makdessi,0  0,73  39,0  0,0  0,Lightweight,U-DEC,3,5:00,UFC 145: Jones vs Evans
5479,win,Mac Danzig  Efrain Escudero,0  0,67  56,1  0,0  1,Lightweight,U-DEC,3,5:00,UFC 145: Jones vs Evans
5480,win,Chris Clements  Keith Wisniewski,2  0,68  28,0  3,0  1,Welterweight,S-DEC,3,5:00,UFC 145: Jones vs Evans
5481,win,Marcus Brimage  Maximo Blanco,0  0,24  18,0  0,0  0,Featherweight,S-DEC,3,5:00,UFC 145: Jones vs Evans
5482,win,Alexander Gustafsson  Thiago Silva,1  0,76  38,1  0,0  0,Light Heavyweight,U-DEC,3,5:00,UFC on FUEL TV: Gustafsson vs Silva
5483,win,Brian Stann  Alessio Sakara,1  0,18  7,0  0,0  0,Middleweight,KO/TKO  Punch,1,2:26,UFC on FUEL TV: Gustafsson vs Silva
5484,win,Siyar Bahadurzada  Paulo Thiago,1  0,3  0,0  0,0  0,Welterweight,KO/TKO  Punch,1,0:42,UFC on FUEL TV: Gustafsson vs Silva
5485,win,Dennis Siver  Diego Nunes,0  0,68  49,0  0,0  0,Featherweight,U-DEC,3,5:00,UFC on FUEL TV: Gustafsson vs Silva
5486,win,John Maguire  DaMarques Johnson,0  0,6  15,3  0,1  1,Welterweight,SUB  Armbar,2,4:40,UFC on FUEL TV: Gustafsson vs Silva
5487,win,Brad Pickett  Damacio Page,1  0,36  23,4  1,1  1,Bantamweight,SUB  Rear Naked Choke,2,4:05,UFC on FUEL TV: Gustafsson vs Silva
5488,win,James Head  Papy Abedi,0  0,21  11,0  1,1  0,Welterweight,SUB  Rear Naked Choke,1,4:33,UFC on FUEL TV: Gustafsson vs Silva
5489,win,Cyrille Diabate  Tom DeBlass,0  0,48  1,2  2,0  1,Light Heavyweight,M-DEC,3,5:00,UFC on FUEL TV: Gustafsson vs Silva
5490,win,Francis Carmont  Magnus Cedenblad,0  0,28  11,2  0,1  1,Middleweight,SUB  Rear Naked Choke,2,1:42,UFC on FUEL TV: Gustafsson vs Silva
5491,win,Reza Madadi  Yoislandy Izquierdo,0  0,1  36,3  0,1  0,Lightweight,SUB  Guillotine Choke,2,1:28,UFC on FUEL TV: Gustafsson vs Silva
5492,win,Simeon Thoresen  Besam Yousef,0  0,37  28,1  0,3  0,Welterweight,SUB  Rear Naked Choke,2,2:36,UFC on FUEL TV: Gustafsson vs Silva
5493,win,Jason Young  Eric Wisely,0  0,44  36,4  0,0  0,Featherweight,U-DEC,3,5:00,UFC on FUEL TV: Gustafsson vs Silva
5494,win,Martin Kampmann  Thiago Alves,0  0,47  62,1  2,1  0,Welterweight,SUB  Guillotine Choke,3,4:12,UFC on FX: Alves vs Kampmann
5495,win,Joseph Benavidez  Yasuhiro Urushitani,1  0,18  8,1  0,1  0,Flyweight,KO/TKO  Punch,2,0:11,UFC on FX: Alves vs Kampmann
5496,draw draw,Demetrious Johnson  Ian McCall,0  0,75  61,0  4,0  0,Flyweight,M-DEC,3,5:00,UFC on FX: Alves vs Kampmann
5497,win,Constantinos Philippou  Court McGee,0  0,60  58,0  0,0  0,Middleweight,U-DEC,3,5:00,UFC on FX: Alves vs Kampmann
5498,win,James Te Huna  Aaron Rosa,0  0,22  0,0  0,0  0,Light Heavyweight,KO/TKO  Punches,1,2:08,UFC on FX: Alves vs Kampmann
5499,win,Anthony Perosh  Nick Penner,0  0,25  5,2  0,0  0,Light Heavyweight,KO/TKO  Punches,1,4:59,UFC on FX: Alves vs Kampmann
5500,win,Steven Siler  Cole Miller,0  0,81  72,1  1,1  0,Featherweight,U-DEC,3,5:00,UFC on FX: Alves vs Kampmann
5501,win,Andrew Craig  Kyle Noke,0  0,36  36,1  3,0  1,Middleweight,U-DEC,3,5:00,UFC on FX: Alves vs Kampmann
5502,win,TJ Waldburger  Jake Hecht,0  0,3  2,1  0,1  0,Welterweight,SUB  Armbar,1,0:55,UFC on FX: Alves vs Kampmann
5503,win,Daniel Pineda  Mackens Semerzier,1  0,14  9,0  0,2  0,Featherweight,SUB  Armbar,1,2:05,UFC on FX: Alves vs Kampmann
5504,win,Shawn Jordan  Oli Thompson,0  0,64  29,0  0,0  1,Heavyweight,KO/TKO  Punches,2,3:53,UFC on FX: Alves vs Kampmann
5505,win,Benson Henderson  Frankie Edgar,0  0,87  68,1  5,3  0,Lightweight,U-DEC,5,5:00,UFC 144: Edgar vs Henderson
5506,win,Ryan Bader  Quinton Jackson,0  0,55  16,4  1,0  0,Light Heavyweight,U-DEC,3,5:00,UFC 144: Edgar vs Henderson
